simulation,resource_state,gamma_label,gamma,rho,h,p_future,net_mrg
optimal_curiosity_curve,enriched,high,0.9,1.0,14.0,0.2611111111111111,-0.0013992075764199773
optimal_curiosity_curve,enriched,high,0.9,1.0,15.0,0.27454545454545454,-0.0013996612484730188
optimal_curiosity_curve,depleted,low,0.18,0.0,0.0,0.05,-0.027750000000000004
optimal_curiosity_curve,depleted,low,0.18,0.0,1.0,0.05,-0.02923256809729856
optimal_curiosity_curve,depleted,low,0.18,0.0,2.0,0.05,-0.030470913065360726
optimal_curiosity_curve,depleted,low,0.18,0.0,3.0,0.05,-0.0315052657286341
optimal_curiosity_curve,depleted,low,0.18,0.0,4.0,0.05,-0.03236922969636026
optimal_curiosity_curve,depleted,low,0.18,0.0,5.0,0.05,-0.03309087306233461
optimal_curiosity_curve,depleted,low,0.18,0.0,6.0,0.05,-0.03369364026919555
optimal_curiosity_curve,depleted,low,0.18,0.0,7.0,0.05,-0.03419711376150207
optimal_curiosity_curve,depleted,low,0.18,0.0,8.0,0.05,-0.03461765017186091
optimal_curiosity_curve,depleted,low,0.18,0.0,9.0,0.05,-0.03496891170824747
optimal_curiosity_curve,depleted,low,0.18,0.0,10.0,0.05,-0.03526231000600573
optimal_curiosity_curve,depleted,low,0.18,0.0,11.0,0.05,-0.03550737686420197
optimal_curiosity_curve,depleted,low,0.18,0.0,12.0,0.05,-0.03571207391065744
optimal_curiosity_curve,depleted,low,0.18,0.0,13.0,0.05,-0.035883051255925565
optimal_curiosity_curve,depleted,low,0.18,0.0,14.0,0.05,-0.036025863539254216
optimal_curiosity_curve,depleted,low,0.18,0.0,15.0,0.05,-0.03614515038534226
optimal_curiosity_curve,depleted,low,0.18,0.25,0.0,0.038125000000000006,-0.029887500000000004
optimal_curiosity_curve,depleted,low,0.18,0.25,1.0,0.044207317073170736,-0.030103490086026162
optimal_curiosity_curve,depleted,low,0.18,0.25,2.0,0.05,-0.030470913065360726
optimal_curiosity_curve,depleted,low,0.18,0.25,3.0,0.055523255813953495,-0.03092590554749484
optimal_curiosity_curve,depleted,low,0.18,0.25,4.0,0.06079545454545455,-0.03142338156261986
optimal_curiosity_curve,depleted,low,0.18,0.25,5.0,0.06583333333333334,-0.031932149532073906
optimal_curiosity_curve,depleted,low,0.18,0.25,6.0,0.07065217391304349,-0.032431230815167626
optimal_curiosity_curve,depleted,low,0.18,0.25,7.0,0.07526595744680852,-0.03290709146013344
optimal_curiosity_curve,depleted,low,0.18,0.25,8.0,0.0796875,-0.033351567461403324
optimal_curiosity_curve,depleted,low,0.18,0.25,9.0,0.08392857142857144,-0.03376031608170111
optimal_curiosity_curve,depleted,low,0.18,0.25,10.0,0.088,-0.03413166561057007
optimal_curiosity_curve,depleted,low,0.18,0.25,11.0,0.09191176470588236,-0.03446576629448891
optimal_curiosity_curve,depleted,low,0.18,0.25,12.0,0.09567307692307693,-0.03476396834827722
optimal_curiosity_curve,depleted,low,0.18,0.25,13.0,0.09929245283018868,-0.03502837065445596
optimal_curiosity_curve,depleted,low,0.18,0.25,14.0,0.10277777777777779,-0.035261497275133655
optimal_curiosity_curve,depleted,low,0.18,0.25,15.0,0.10613636363636364,-0.03546606922706742
optimal_curiosity_curve,depleted,low,0.18,0.5,0.0,0.026250000000000002,-0.032025000000000005
optimal_curiosity_curve,depleted,low,0.18,0.5,1.0,0.03841463414634146,-0.030974412074753772
optimal_curiosity_curve,depleted,low,0.18,0.5,2.0,0.05,-0.030470913065360726
optimal_curiosity_curve,depleted,low,0.18,0.5,3.0,0.061046511627906974,-0.030346545366355584
optimal_curiosity_curve,depleted,low,0.18,0.5,4.0,0.0715909090909091,-0.03047753342887946
optimal_curiosity_curve,depleted,low,0.18,0.5,5.0,0.08166666666666667,-0.0307734260018132
optimal_curiosity_curve,depleted,low,0.18,0.5,6.0,0.09130434782608696,-0.0311688213611397
optimal_curiosity_curve,depleted,low,0.18,0.5,7.0,0.10053191489361701,-0.0316170691587648
optimal_curiosity_curve,depleted,low,0.18,0.5,8.0,0.109375,-0.032085484750945734
optimal_curiosity_curve,depleted,low,0.18,0.5,9.0,0.11785714285714285,-0.03255172045515475
optimal_curiosity_curve,depleted,low,0.18,0.5,10.0,0.126,-0.03300102121513442
optimal_curiosity_curve,depleted,low,0.18,0.5,11.0,0.1338235294117647,-0.033424155724775854
optimal_curiosity_curve,depleted,low,0.18,0.5,12.0,0.14134615384615384,-0.03381586278589699
optimal_curiosity_curve,depleted,low,0.18,0.5,13.0,0.14858490566037735,-0.034173690052986344
optimal_curiosity_curve,depleted,low,0.18,0.5,14.0,0.15555555555555556,-0.034497131011013094
optimal_curiosity_curve,depleted,low,0.18,0.5,15.0,0.16227272727272726,-0.03478698806879259
optimal_curiosity_curve,depleted,low,0.18,0.75,0.0,0.014375,-0.034162500000000005
optimal_curiosity_curve,depleted,low,0.18,0.75,1.0,0.032621951219512196,-0.031845334063481376
optimal_curiosity_curve,depleted,low,0.18,0.75,2.0,0.05,-0.030470913065360726
optimal_curiosity_curve,depleted,low,0.18,0.75,3.0,0.06656976744186045,-0.02976718518521633
optimal_curiosity_curve,depleted,low,0.18,0.75,4.0,0.08238636363636363,-0.02953168529513906
optimal_curiosity_curve,depleted,low,0.18,0.75,5.0,0.09749999999999999,-0.02961470247155249
optimal_curiosity_curve,depleted,low,0.18,0.75,6.0,0.11195652173913041,-0.029906411907111775
optimal_curiosity_curve,depleted,low,0.18,0.75,7.0,0.12579787234042553,-0.030327046857396164
optimal_curiosity_curve,depleted,low,0.18,0.75,8.0,0.1390625,-0.030819402040488143
optimal_curiosity_curve,depleted,low,0.18,0.75,9.0,0.1517857142857143,-0.03134312482860839
optimal_curiosity_curve,depleted,low,0.18,0.75,10.0,0.164,-0.03187037681969877
optimal_curiosity_curve,depleted,low,0.18,0.75,11.0,0.17573529411764707,-0.032382545155062795
optimal_curiosity_curve,depleted,low,0.18,0.75,12.0,0.18701923076923077,-0.032867757223516765
optimal_curiosity_curve,depleted,low,0.18,0.75,13.0,0.19787735849056604,-0.03331900945151674
optimal_curiosity_curve,depleted,low,0.18,0.75,14.0,0.20833333333333337,-0.03373276474689254
optimal_curiosity_curve,depleted,low,0.18,0.75,15.0,0.2184090909090909,-0.03410790691051775
optimal_curiosity_curve,depleted,low,0.18,1.0,0.0,0.0024999999999999996,-0.036300000000000006
optimal_curiosity_curve,depleted,low,0.18,1.0,1.0,0.026829268292682923,-0.032716256052208986
optimal_curiosity_curve,depleted,low,0.18,1.0,2.0,0.049999999999999996,-0.030470913065360726
optimal_curiosity_curve,depleted,low,0.18,1.0,3.0,0.07209302325581395,-0.029187825004077073
optimal_curiosity_curve,depleted,low,0.18,1.0,4.0,0.09318181818181817,-0.02858583716139866
optimal_curiosity_curve,depleted,low,0.18,1.0,5.0,0.11333333333333333,-0.02845597894129178
optimal_curiosity_curve,depleted,low,0.18,1.0,6.0,0.1326086956521739,-0.02864400245308385
optimal_curiosity_curve,depleted,low,0.18,1.0,7.0,0.15106382978723404,-0.029037024556027524
optimal_curiosity_curve,depleted,low,0.18,1.0,8.0,0.16874999999999998,-0.029553319330030556
optimal_curiosity_curve,depleted,low,0.18,1.0,9.0,0.18571428571428572,-0.030134529202062027
optimal_curiosity_curve,depleted,low,0.18,1.0,10.0,0.20199999999999999,-0.030739732424263116
optimal_curiosity_curve,depleted,low,0.18,1.0,11.0,0.21764705882352942,-0.031340934585349735
optimal_curiosity_curve,depleted,low,0.18,1.0,12.0,0.2326923076923077,-0.03191965166113654
optimal_curiosity_curve,depleted,low,0.18,1.0,13.0,0.24716981132075472,-0.032464328850047124
optimal_curiosity_curve,depleted,low,0.18,1.0,14.0,0.2611111111111111,-0.03296839848277198
optimal_curiosity_curve,depleted,low,0.18,1.0,15.0,0.27454545454545454,-0.033428825752242916
optimal_curiosity_curve,depleted,medium,0.45,0.0,0.0,0.05,-0.00375
optimal_curiosity_curve,depleted,medium,0.45,0.0,1.0,0.05,-0.0119033665885101
optimal_curiosity_curve,depleted,medium,0.45,0.0,2.0,0.05,-0.01710218265583652
optimal_curiosity_curve,depleted,medium,0.45,0.0,3.0,0.05,-0.020417094135467443
optimal_curiosity_curve,depleted,medium,0.45,0.0,4.0,0.05,-0.022530775015014305
optimal_curiosity_curve,depleted,medium,0.45,0.0,5.0,0.05,-0.023878517447358055
optimal_curiosity_curve,depleted,medium,0.45,0.0,6.0,0.05,-0.024737875963355634
optimal_curiosity_curve,depleted,medium,0.45,0.0,7.0,0.05,-0.025285827145491598
optimal_curiosity_curve,depleted,medium,0.45,0.0,8.0,0.05,-0.02563521624493592
optimal_curiosity_curve,depleted,medium,0.45,0.0,9.0,0.05,-0.0258579965706114
optimal_curiosity_curve,depleted,medium,0.45,0.0,10.0,0.05,-0.02600004757788955
optimal_curiosity_curve,depleted,medium,0.45,0.0,11.0,0.05,-0.02609062329909633
optimal_curiosity_curve,depleted,medium,0.45,0.0,12.0,0.05,-0.02614837692879122
optimal_curiosity_curve,depleted,medium,0.45,0.0,13.0,0.05,-0.02618520226894302
optimal_curiosity_curve,depleted,medium,0.45,0.0,14.0,0.05,-0.026208683142516852
optimal_curiosity_curve,depleted,medium,0.45,0.0,15.0,0.05,-0.0262236552085322
optimal_curiosity_curve,depleted,medium,0.45,0.25,0.0,0.038125000000000006,-0.009093749999999998
optimal_curiosity_curve,depleted,medium,0.45,0.25,1.0,0.044207317073170736,-0.013565476556914417
optimal_curiosity_curve,depleted,medium,0.45,0.25,2.0,0.05,-0.01710218265583652
optimal_curiosity_curve,depleted,medium,0.45,0.25,3.0,0.055523255813953495,-0.019772761510896984
optimal_curiosity_curve,depleted,medium,0.45,0.25,4.0,0.06079545454545455,-0.021727760529619666
optimal_curiosity_curve,depleted,medium,0.45,0.25,5.0,0.06583333333333334,-0.02312754797235477
optimal_curiosity_curve,depleted,medium,0.45,0.25,6.0,0.07065217391304349,-0.024113302991698175
optimal_curiosity_curve,depleted,medium,0.45,0.25,7.0,0.07526595744680852,-0.024798612139224054
optimal_curiosity_curve,depleted,medium,0.45,0.25,8.0,0.0796875,-0.02527018839036662
optimal_curiosity_curve,depleted,medium,0.45,0.25,9.0,0.08392857142857144,-0.025591994243526275
optimal_curiosity_curve,depleted,medium,0.45,0.25,10.0,0.088,-0.02581008373708561
optimal_curiosity_curve,depleted,medium,0.45,0.25,11.0,0.09191176470588236,-0.02595702812333884
optimal_curiosity_curve,depleted,medium,0.45,0.25,12.0,0.09567307692307693,-0.026055548161821655
optimal_curiosity_curve,depleted,medium,0.45,0.25,13.0,0.09929245283018868,-0.026121321486910425
optimal_curiosity_curve,depleted,medium,0.45,0.25,14.0,0.10277777777777779,-0.026165070904062414
optimal_curiosity_curve,depleted,medium,0.45,0.25,15.0,0.10613636363636364,-0.026194077192656987
optimal_curiosity_curve,depleted,medium,0.45,0.5,0.0,0.026250000000000002,-0.0144375
optimal_curiosity_curve,depleted,medium,0.45,0.5,1.0,0.03841463414634146,-0.015227586525318738
optimal_curiosity_curve,depleted,medium,0.45,0.5,2.0,0.05,-0.01710218265583652
optimal_curiosity_curve,depleted,medium,0.45,0.5,3.0,0.061046511627906974,-0.01912842888632653
optimal_curiosity_curve,depleted,medium,0.45,0.5,4.0,0.0715909090909091,-0.020924746044225027
optimal_curiosity_curve,depleted,medium,0.45,0.5,5.0,0.08166666666666667,-0.022376578497351488
optimal_curiosity_curve,depleted,medium,0.45,0.5,6.0,0.09130434782608696,-0.02348873002004072
optimal_curiosity_curve,depleted,medium,0.45,0.5,7.0,0.10053191489361701,-0.02431139713295651
optimal_curiosity_curve,depleted,medium,0.45,0.5,8.0,0.109375,-0.024905160535797322
optimal_curiosity_curve,depleted,medium,0.45,0.5,9.0,0.11785714285714285,-0.02532599191644115
optimal_curiosity_curve,depleted,medium,0.45,0.5,10.0,0.126,-0.025620119896281664
optimal_curiosity_curve,depleted,medium,0.45,0.5,11.0,0.1338235294117647,-0.02582343294758135
optimal_curiosity_curve,depleted,medium,0.45,0.5,12.0,0.14134615384615384,-0.02596271939485209
optimal_curiosity_curve,depleted,medium,0.45,0.5,13.0,0.14858490566037735,-0.026057440704877827
optimal_curiosity_curve,depleted,medium,0.45,0.5,14.0,0.15555555555555556,-0.02612145866560798
optimal_curiosity_curve,depleted,medium,0.45,0.5,15.0,0.16227272727272726,-0.026164499176781774
optimal_curiosity_curve,depleted,medium,0.45,0.75,0.0,0.014375,-0.01978125
optimal_curiosity_curve,depleted,medium,0.45,0.75,1.0,0.032621951219512196,-0.016889696493723055
optimal_curiosity_curve,depleted,medium,0.45,0.75,2.0,0.05,-0.01710218265583652
optimal_curiosity_curve,depleted,medium,0.45,0.75,3.0,0.06656976744186045,-0.018484096261756074
optimal_curiosity_curve,depleted,medium,0.45,0.75,4.0,0.08238636363636363,-0.02012173155883039
optimal_curiosity_curve,depleted,medium,0.45,0.75,5.0,0.09749999999999999,-0.021625609022348204
optimal_curiosity_curve,depleted,medium,0.45,0.75,6.0,0.11195652173913041,-0.022864157048383262
optimal_curiosity_curve,depleted,medium,0.45,0.75,7.0,0.12579787234042553,-0.023824182126688964
optimal_curiosity_curve,depleted,medium,0.45,0.75,8.0,0.1390625,-0.024540132681228025
optimal_curiosity_curve,depleted,medium,0.45,0.75,9.0,0.1517857142857143,-0.025059989589356027
optimal_curiosity_curve,depleted,medium,0.45,0.75,10.0,0.164,-0.025430156055477722
optimal_curiosity_curve,depleted,medium,0.45,0.75,11.0,0.17573529411764707,-0.02568983777182386
optimal_curiosity_curve,depleted,medium,0.45,0.75,12.0,0.18701923076923077,-0.025869890627882527
optimal_curiosity_curve,depleted,medium,0.45,0.75,13.0,0.19787735849056604,-0.025993559922845234
optimal_curiosity_curve,depleted,medium,0.45,0.75,14.0,0.20833333333333337,-0.026077846427153543
optimal_curiosity_curve,depleted,medium,0.45,0.75,15.0,0.2184090909090909,-0.02613492116090656
optimal_curiosity_curve,depleted,medium,0.45,1.0,0.0,0.0024999999999999996,-0.025125
optimal_curiosity_curve,depleted,medium,0.45,1.0,1.0,0.026829268292682923,-0.018551806462127375
optimal_curiosity_curve,depleted,medium,0.45,1.0,2.0,0.049999999999999996,-0.017102182655836524
optimal_curiosity_curve,depleted,medium,0.45,1.0,3.0,0.07209302325581395,-0.01783976363718562
optimal_curiosity_curve,depleted,medium,0.45,1.0,4.0,0.09318181818181817,-0.01931871707343575
optimal_curiosity_curve,depleted,medium,0.45,1.0,5.0,0.11333333333333333,-0.02087463954734492
optimal_curiosity_curve,depleted,medium,0.45,1.0,6.0,0.1326086956521739,-0.022239584076725806
optimal_curiosity_curve,depleted,medium,0.45,1.0,7.0,0.15106382978723404,-0.02333696712042142
optimal_curiosity_curve,depleted,medium,0.45,1.0,8.0,0.16874999999999998,-0.024175104826658723
optimal_curiosity_curve,depleted,medium,0.45,1.0,9.0,0.18571428571428572,-0.024793987262270903
optimal_curiosity_curve,depleted,medium,0.45,1.0,10.0,0.20199999999999999,-0.025240192214673777
optimal_curiosity_curve,depleted,medium,0.45,1.0,11.0,0.21764705882352942,-0.02555624259606637
optimal_curiosity_curve,depleted,medium,0.45,1.0,12.0,0.2326923076923077,-0.025777061860912966
optimal_curiosity_curve,depleted,medium,0.45,1.0,13.0,0.24716981132075472,-0.02592967914081264
optimal_curiosity_curve,depleted,medium,0.45,1.0,14.0,0.2611111111111111,-0.026034234188699105
optimal_curiosity_curve,depleted,medium,0.45,1.0,15.0,0.27454545454545454,-0.026105343145031348
optimal_curiosity_curve,depleted,high,0.9,0.0,0.0,0.05,0.0352
optimal_curiosity_curve,depleted,high,0.9,0.0,1.0,0.05,0.008495634688326962
optimal_curiosity_curve,depleted,high,0.9,0.0,2.0,0.05,-0.002361550030028607
optimal_curiosity_curve,depleted,high,0.9,0.0,3.0,0.05,-0.0067757519267112615
optimal_curiosity_curve,depleted,high,0.9,0.0,4.0,0.05,-0.008570432489871837
optimal_curiosity_curve,depleted,high,0.9,0.0,5.0,0.05,-0.009300095155779097
optimal_curiosity_curve,depleted,high,0.9,0.0,6.0,0.05,-0.009596753857582432
optimal_curiosity_curve,depleted,high,0.9,0.0,7.0,0.05,-0.009717366285033701
optimal_curiosity_curve,depleted,high,0.9,0.0,8.0,0.05,-0.00976640363862305
optimal_curiosity_curve,depleted,high,0.9,0.0,9.0,0.05,-0.009786340738786453
optimal_curiosity_curve,depleted,high,0.9,0.0,10.0,0.05,-0.009794446558816101
optimal_curiosity_curve,depleted,high,0.9,0.0,11.0,0.05,-0.009797742139307473
optimal_curiosity_curve,depleted,high,0.9,0.0,12.0,0.05,-0.009799082022346499
optimal_curiosity_curve,depleted,high,0.9,0.0,13.0,0.05,-0.009799626778137767
optimal_curiosity_curve,depleted,high,0.9,0.0,14.0,0.05,-0.009799848259314466
optimal_curiosity_curve,depleted,high,0.9,0.0,15.0,0.05,-0.009799938306841114
optimal_curiosity_curve,depleted,high,0.9,0.25,0.0,0.038125000000000006,0.024512500000000007
optimal_curiosity_curve,depleted,high,0.9,0.25,1.0,0.044207317073170736,0.006376018474435424
optimal_curiosity_curve,depleted,high,0.9,0.25,2.0,0.05,-0.002361550030028607
optimal_curiosity_curve,depleted,high,0.9,0.25,3.0,0.055523255813953495,-0.0064416780116386685
optimal_curiosity_curve,depleted,high,0.9,0.25,4.0,0.06079545454545455,-0.00830495768654871
optimal_curiosity_curve,depleted,high,0.9,0.25,5.0,0.06583333333333334,-0.009141791955109144
optimal_curiosity_curve,depleted,high,0.9,0.25,6.0,0.07065217391304349,-0.009512804363975174
optimal_curiosity_curve,depleted,high,0.9,0.25,7.0,0.07526595744680852,-0.009675609886513496
optimal_curiosity_curve,depleted,high,0.9,0.25,8.0,0.0796875,-0.009746455799055486
optimal_curiosity_curve,depleted,high,0.9,0.25,9.0,0.08392857142857144,-0.009777071954391545
optimal_curiosity_curve,depleted,high,0.9,0.25,10.0,0.088,-0.009790225943516336
optimal_curiosity_curve,depleted,high,0.9,0.25,11.0,0.09191176470588236,-0.009795849520785795
optimal_curiosity_curve,depleted,high,0.9,0.25,12.0,0.09567307692307693,-0.009798243485066856
optimal_curiosity_curve,depleted,high,0.9,0.25,13.0,0.09929245283018868,-0.00979925883771698
optimal_curiosity_curve,depleted,high,0.9,0.25,14.0,0.10277777777777779,-0.009799688088590844
optimal_curiosity_curve,depleted,high,0.9,0.25,15.0,0.10613636363636364,-0.00979986904224909
optimal_curiosity_curve,depleted,high,0.9,0.5,0.0,0.026250000000000002,0.013825000000000002
optimal_curiosity_curve,depleted,high,0.9,0.5,1.0,0.03841463414634146,0.0042564022605438845
optimal_curiosity_curve,depleted,high,0.9,0.5,2.0,0.05,-0.002361550030028607
optimal_curiosity_curve,depleted,high,0.9,0.5,3.0,0.061046511627906974,-0.006107604096566075
optimal_curiosity_curve,depleted,high,0.9,0.5,4.0,0.0715909090909091,-0.008039482883225584
optimal_curiosity_curve,depleted,high,0.9,0.5,5.0,0.08166666666666667,-0.008983488754439191
optimal_curiosity_curve,depleted,high,0.9,0.5,6.0,0.09130434782608696,-0.009428854870367917
optimal_curiosity_curve,depleted,high,0.9,0.5,7.0,0.10053191489361701,-0.00963385348799329
optimal_curiosity_curve,depleted,high,0.9,0.5,8.0,0.109375,-0.009726507959487922
optimal_curiosity_curve,depleted,high,0.9,0.5,9.0,0.11785714285714285,-0.009767803169996635
optimal_curiosity_curve,depleted,high,0.9,0.5,10.0,0.126,-0.009786005328216572
optimal_curiosity_curve,depleted,high,0.9,0.5,11.0,0.1338235294117647,-0.009793956902264119
optimal_curiosity_curve,depleted,high,0.9,0.5,12.0,0.14134615384615384,-0.009797404947787214
optimal_curiosity_curve,depleted,high,0.9,0.5,13.0,0.14858490566037735,-0.009798890897296193
optimal_curiosity_curve,depleted,high,0.9,0.5,14.0,0.15555555555555556,-0.009799527917867222
optimal_curiosity_curve,depleted,high,0.9,0.5,15.0,0.16227272727272726,-0.009799799777657067
optimal_curiosity_curve,depleted,high,0.9,0.75,0.0,0.014375,0.0031374999999999997
optimal_curiosity_curve,depleted,high,0.9,0.75,1.0,0.032621951219512196,0.002136786046652345
optimal_curiosity_curve,depleted,high,0.9,0.75,2.0,0.05,-0.002361550030028607
optimal_curiosity_curve,depleted,high,0.9,0.75,3.0,0.06656976744186045,-0.005773530181493483
optimal_curiosity_curve,depleted,high,0.9,0.75,4.0,0.08238636363636363,-0.007774008079902457
optimal_curiosity_curve,depleted,high,0.9,0.75,5.0,0.09749999999999999,-0.00882518555376924
optimal_curiosity_curve,depleted,high,0.9,0.75,6.0,0.11195652173913041,-0.00934490537676066
optimal_curiosity_curve,depleted,high,0.9,0.75,7.0,0.12579787234042553,-0.009592097089473084
optimal_curiosity_curve,depleted,high,0.9,0.75,8.0,0.1390625,-0.009706560119920358
optimal_curiosity_curve,depleted,high,0.9,0.75,9.0,0.1517857142857143,-0.009758534385601727
optimal_curiosity_curve,depleted,high,0.9,0.75,10.0,0.164,-0.009781784712916807
optimal_curiosity_curve,depleted,high,0.9,0.75,11.0,0.17573529411764707,-0.00979206428374244
optimal_curiosity_curve,depleted,high,0.9,0.75,12.0,0.18701923076923077,-0.009796566410507574
optimal_curiosity_curve,depleted,high,0.9,0.75,13.0,0.19787735849056604,-0.009798522956875406
optimal_curiosity_curve,depleted,high,0.9,0.75,14.0,0.20833333333333337,-0.0097993677471436
optimal_curiosity_curve,depleted,high,0.9,0.75,15.0,0.2184090909090909,-0.009799730513065043
optimal_curiosity_curve,depleted,high,0.9,1.0,0.0,0.0024999999999999996,-0.007550000000000001
optimal_curiosity_curve,depleted,high,0.9,1.0,1.0,0.026829268292682923,1.7169832760805664e-05
optimal_curiosity_curve,depleted,high,0.9,1.0,2.0,0.049999999999999996,-0.0023615500300286077
optimal_curiosity_curve,depleted,high,0.9,1.0,3.0,0.07209302325581395,-0.00543945626642089
optimal_curiosity_curve,depleted,high,0.9,1.0,4.0,0.09318181818181817,-0.00750853327657933
optimal_curiosity_curve,depleted,high,0.9,1.0,5.0,0.11333333333333333,-0.008666882353099287
optimal_curiosity_curve,depleted,high,0.9,1.0,6.0,0.1326086956521739,-0.009260955883153402
optimal_curiosity_curve,depleted,high,0.9,1.0,7.0,0.15106382978723404,-0.00955034069095288
optimal_curiosity_curve,depleted,high,0.9,1.0,8.0,0.16874999999999998,-0.009686612280352794
optimal_curiosity_curve,depleted,high,0.9,1.0,9.0,0.18571428571428572,-0.009749265601206819
optimal_curiosity_curve,depleted,high,0.9,1.0,10.0,0.20199999999999999,-0.009777564097617044
optimal_curiosity_curve,depleted,high,0.9,1.0,11.0,0.21764705882352942,-0.009790171665220762
optimal_curiosity_curve,depleted,high,0.9,1.0,12.0,0.2326923076923077,-0.009795727873227932
optimal_curiosity_curve,depleted,high,0.9,1.0,13.0,0.24716981132075472,-0.009798155016454618
optimal_curiosity_curve,depleted,high,0.9,1.0,14.0,0.2611111111111111,-0.009799207576419978
optimal_curiosity_curve,depleted,high,0.9,1.0,15.0,0.27454545454545454,-0.009799661248473021
